ownerId,quesId,summary,tags
1066828,13195797,Delete all files in directory (but not directory) - one liner solution,"java,file-io,apache-commons-io"
3046023,42244541,Laravel Migration Error: Syntax error or access violation: 1071 Specified key was too long; max key length is 767 bytes,"mysql,laravel,pdo,laravel-5,laravel-5.4"
87159,717725,Understanding recursion [closed],"algorithm,recursion,tail-recursion"
492130,5002111,How to strip HTML tags from string in JavaScript? [duplicate],"javascript,html-parsing"
55817,494562,Setting custom UITableViewCells height,"ios,objective-c,uitableview,row-height"
385273,5659042,"PHP prepend leading zero before single digit number, on-the-fly [duplicate]","php,string,numbers,zero"
-1,839899,How do I calculate a point on a circle’s circumference?,"algorithm,math,trigonometry"
2074563,26256279,How to set ANDROID_HOME path in ubuntu?,"android,ubuntu"
463304,4034659,Is it possible to animate scrollTop with jQuery?,"javascript,jquery"
259130,3989264,Best explanation for languages without null,"programming-languages,functional-programming,null,nullpointerexception,non-nullable"
2588619,18406721,'heroku' does not appear to be a git repository,"heroku,ssh"
125278,4216569,How to tell a Mockito mock object to return something different the next time it is called?,"java,unit-testing,junit,mocking,mockito"
66851,2493920,How to switch position of two items in a Python list?,"python,list"
1897814,13840379,How can I multiply all items in a list together with Python?,"python,list,multiplication"
235158,3186688,Drop shadow for PNG image in CSS,"css,image,png,transparency"
242769,3799193,MySQL Data - Best way to implement paging?,mysql
258689,18961203,'any' vs 'Object',typescript
298368,31000081,How to use RecyclerView inside NestedScrollView?,"android,android-recyclerview"
134164,17615260,“The certificate chain was issued by an authority that is not trusted” when connecting DB in VM Role from Azure website,"azure-web-roles,azure-vm-role"
164148,2564298,Java: how to initialize String[]?,"java,string,initialization"
13326,464359,Custom exception type,"javascript,exception"
116718,7575627,can you host a private repository for your organization to use with npm?,"node.js,repository,npm"
460058,3808808,How to Get Element By Class in JavaScript?,javascript
71522,4556184,Vim: Move window left/right?,vim
1137295,8917921,Cross browser JavaScript (not jQuery…) scroll to top animation,javascript
23528,15975988,What APIs are used to draw over other apps (like Facebook's Chat Heads)?,"android,facebook,android-windowmanager"
431769,10332132,How to use null in switch,"java,switch-statement"
942855,38571032,How to get HttpContext.Current in ASP.NET Core? [duplicate],"c#,asp.net-core,.net-core"
1795998,13941976,Commit history on remote repository,"git,git-log"
5235,395618,Is there any significant difference between using if/else and switch-case in C#?,"c#,.net,switch-statement"
568458,19839952,All falsey values in JavaScript,javascript
770127,28728665,How to use private Github repo as npm dependency,"node.js,git,github,npm,package.json"
44683,565430,(Deep) copying an array using jQuery [duplicate],"javascript,jquery"
29515,408820,What is the difference between Swing and AWT?,"java,swing,awt"
8683,141720,How do you compare structs for equality in C?,"c,struct,equality"
5492392,34518656,How to interpret loss and accuracy for a machine learning model [closed],"machine-learning,neural-network,mathematical-optimization,deep-learning,objective-function"
75033,1741490,How to tell PowerShell to wait for each command to end before starting the next?,"powershell,wait,execution"
104021,3387691,How to “perfectly” override a dict?,"python,inheritance,dictionary,get,set"
1805250,13264511,TypeError: unhashable type: 'dict',python
2246798,25884801,iOS 8 Snapshotting a view that has not been rendered results in an empty snapshot,"objective-c,ios8,uiimagepickercontroller"
1120126,28683327,How to check if gradle dependency has new version,"android-studio,gradle"
4910,56708,Objective-C for Windows,"objective-c,windows,winapi,gcc,cygwin"
179736,2250112,Why doesn't logcat show anything in my Android?,"android,eclipse,logging,logcat"
235055,2418527,"SQL server query to get the list of columns in a table along with Data types, NOT NULL, and PRIMARY KEY constraints","sql,sql-server,database,sql-server-2005,custom-data-type"
-1,23250,When do you use the “this” keyword? [closed],"c#,coding-style,this"
838522,9629125,versionCode vs versionName in Android Manifest,"android,version,android-manifest,google-play"
111040,1114254,Why do all browsers' user agents start with “Mozilla/”?,user-agent
591297,4809729,Cancel split window in Vim,"vim,split,window"
739035,10503606,Scroll to bottom of Div on page load (jQuery),"jquery,html"
325192,8590098,How to check for file existence [duplicate],"ruby,file"
1094119,9474121,"I want to get Year, Month, Day, etc from Java Date to compare with Gregorian Calendar date in Java. Is this possible?","java,date,compatibility"
702185,5621907,How to screenshot website in JavaScript client-side / how Google did it? (no need to access HDD) [duplicate],"javascript,screenshot,capture,google-search"
2246344,24200904,What are the dangers when creating a thread with a stack size of 50x the default?,"c#,.net,memory,stack-memory"
-1,7358775,"Java GUI frameworks. What to choose? Swing, SWT, AWT, SwingX, JGoodies, JavaFX, Apache Pivot? [closed]","java,swing,user-interface,swt,awt"
26235,1395807,Proper way to handle multiple forms on one page in Django,"python,django,forms"
941913,12071344,What are fixtures in programming?,"fixtures,ui-testing,uitest,test-fixture"
123527,21197239,Decoding JSON using json.Unmarshal vs json.NewDecoder.Decode,"json,go"
30674,1961006,Can a CSV file have a comment?,"csv,comments,standards,file-format"
485743,8294088,Javascript object Vs JSON,"javascript,json"
1279133,13662175,How to create hyperlink to call phone number on mobile devices?,"android,html,mobile,hyperlink"
1788806,31050114,Java method with return type compiles without return statement,"java,syntax,while-loop,compilation,return"
4790,202463,What does the caret (‘^’) mean in C++/CLI?,".net,c++-cli"
1292464,12701841,xkcd style graphs in MATLAB,"matlab,plot"
433214,3712939,Cancellation token in Task constructor: why?,"c#,.net-4.0,task-parallel-library,cancellation-token"
480815,12753805,Type converting slices of interfaces,"go,go-reflect,go-interface"
1439092,11307218,GridView VS GridLayout in Android Apps,"android,grid,android-gridview,grid-layout"
2516399,38263406,What are differences between SystemJS and Webpack?,"angular,webpack,systemjs,node-modules"
22471,251781,How to find the kth largest element in an unsorted array of length n in O(n)?,"performance,algorithm,big-o"
88702,1516188,SVN Commit specific files,"svn,terminal"
238123,1957406,Generate Java class from JSON?,"java,json"
385273,6259515,How can I split a string into segments of n characters?,"javascript,arrays,string,split"
376711,3121957,How can I do a case insensitive string comparison?,"c#,string-comparison,case-insensitive"
401019,5751495,Debugging WebSocket in Google Chrome,"google-chrome,websocket"
179279,1644868,#define macro for debug printing in C?,"c,c-preprocessor"
355562,3029321,Troubleshooting “Illegal mix of collations” error in mysql,"mysql,collation"
973759,7615645,SSL handshake alert: unrecognized_name error since upgrade to Java 1.7.0,"java,ssl"
139459,1912599,Is there any particular difference between intval and casting to int - `(int) X`?,php
1636266,12799719,How to upload a project to Github,"upload,github,repository,git-bash,git-gui"
650505,5238377,Nginx location priority,nginx
213435,16871413,Safely remove migration In Laravel,"php,database,laravel,artisan-migrate"
21132,284662,How do you normalize a file path in Bash?,"linux,bash,unix,shell"
26107,419718,HTML code for an apostrophe,"html,ascii"
3289266,21897725,Paperclip::Errors::MissingRequiredValidatorError with Rails 4,"ruby-on-rails,ruby,ruby-on-rails-4,paperclip"
70182,44538772,ASP.NET Core form POST results in a HTTP 415 Unsupported Media Type response,"c#,asp.net-core,asp.net-core-mvc"
373831,9232810,Change Placeholder Text using jQuery,"jquery,jquery-plugins"
252428,8972221,Would it be beneficial to begin using instancetype instead of id?,"objective-c,instancetype"
535203,24537340,Docker: adding a file from a parent directory,docker
248994,2281972,How to get a list of properties with a given attribute?,"c#,.net,reflection"
816463,6486307,Default argument values in JavaScript functions [duplicate],"javascript,function,arguments"
4064040,25962114,How do I read a large csv file with pandas?,"python,pandas,csv,memory,chunks"
185555,1621714,jQuery find parent form,"jquery,traversal"
85348,3313532,What version of javac built my jar?,"java,jar"
3594,307352,g++ undefined reference to typeinfo,"c++,linker,g++"
27784,362424,Accessing constructor of an anonymous class,"java,constructor,overloading,anonymous-types"
1333854,15215457,Standardize data columns in R,"r,normalization"
265205,3968593,How can I set multiple CSS styles in JavaScript?,"javascript,coding-style"
3050910,22105775,ImageView in circular through XML,"android,xml,imageview"
82,995195,How can I make a .NET Windows Forms application that only runs in the System Tray?,"c#,.net,winforms,system-tray"
26353,329931,SQL select join: is it possible to prefix all columns as 'prefix.*'?,"sql,join"
1172900,9139075,How to show a confirm message before delete?,"javascript,html"
2213209,15646973,How dangerous is it to access an array out of bounds?,"c,arrays,memory"
663447,5441680,CSS selector based on element text? [duplicate],"css,css-selectors"
-1,12070759,Make absolute positioned div expand parent div height,"html,css,position,master-pages,parent-child"
-1,67554,What's the best free C++ profiler for Windows? [closed],"c++,windows,profile"
1266316,9683054,XPath to select element based on childs child value,"xml,xpath"
157397,4348478,What is the difference between object keys with quotes and without quotes?,javascript
-1,28592077,What is the difference between HTTP 1.1 and HTTP 2.0? [closed],"http,tcp,webserver,http2"
600591,18195715,Why is unsigned integer overflow defined behavior but signed integer overflow isn't?,"c++,c,undefined-behavior,integer-overflow"
245,6365633,What is the @Html.DisplayFor syntax for?,"asp.net-mvc-3,razor"
104622,889160,What is a wrapper class?,"design-patterns,wrapper"
437,595374,What's the function like sum() but for multiplication? product()?,"python,product,built-in,pep"
13216,8367031,How do I install package.json dependencies in the current directory using npm,"deployment,node.js,dependencies,npm"
18722,120438,What's the difference between “Layers” and “Tiers”?,architecture
769349,9956741,How to install multiple python packages at once using pip ,"python,pip"
3349245,27937185,Assign static IP to Docker container,docker
2736559,12183008,How to use enums in C++,"c++,enums"
-1,2976630,How does Go compile so quickly?,"performance,compiler-construction,build-process,go"
9979,13591970,Does Python optimize tail recursion?,"python,recursion,stack,stack-overflow,tail-recursion"
44437,513600,Should I use Java's String.format() if performance is important?,"java,string,performance,string-formatting,micro-optimization"
150032,4515580,How do I remove the old history from a git repository?,"git,git-filter-branch"
252576,13846300,How to make Git pull use rebase by default for all my repositories?,git
13447,2220301,How to evaluate http response codes from bash/shell script?,"http,bash,shell,http-headers"
1336292,17246693,"What is the difference between shallow copy, deepcopy and normal assignment operation?","python,copy,variable-assignment,immutability,deep-copy"
1040886,8318914,How to render a DateTime object in a Twig template,"php,symfony,datetime,twig"
856624,15170399,Change R default library path using .libPaths in Rprofile.site fails to work,"r,rstudio,r-faq,library-path"
12310205,60573595,`npm install` fails on node-gyp rebuild with `gyp: No Xcode or CLT version detected!`,"node.js,npm,terminal,macos-catalina,node-gyp"
385273,7005951,Batch file: Find if substring is in string (not in a file),"windows,batch-file,cmd,substring"
548894,23086291,Format in kotlin string templates,"string-formatting,kotlin"
3461011,22685530,Could not load file or assembly 'Newtonsoft.Json' or one of its dependencies. Manifest definition does not match the assembly reference,"json,json.net,.net-assembly"
42897,420843,How does password salt help against a rainbow table attack?,"hash,cryptography,salt,rainbowtable"
548915,32612650,How to get docker-compose to always re-create containers from fresh images?,"docker,docker-compose"
4398,139592,"What is the best way to clone/deep copy a .NET generic Dictionary<string, T>?","c#,generics,collections,clone"
1090562,19532942,Which version of C# am I using,"c#,version"
1380918,12524308,Bash: Strip trailing linebreak from output,"bash,newline,line-breaks"
1479974,37420642,How to undo the last commit in git [duplicate],"git,git-commit,git-reset,git-revert"
240751,2280391,Change font size of UISegmentedControl,"ios,iphone,cocoa-touch,font-size,uisegmentedcontrol"
74063,45924474,How do you detect the host platform from Dart code?,"dart,flutter"
384016,6988849,How to reset Jenkins security settings from the command line?,"linux,security,jenkins,command-line"
1259261,17995706,How to get the index of an item in a list in a single step?,"c#,linq,lookup"
1709964,18609261,Getting the current Fragment instance in the viewpager,"android,android-fragments,android-viewpager"
2306291,16263556,Installing Java 7 on Ubuntu,"java,ubuntu,installation"
120496,1203892,How can I find out the current route in Rails?,"ruby-on-rails,ruby,routing"
327402,5442183,Using the “animated circle” in an ImageView while loading stuff,"android,loading,android-asynctask,geometry"
283055,3103962,Converting HTML string into DOM elements? [duplicate],"javascript,html,dom"
604843,6680825,Return string without trailing slash,"javascript,string,trailing-slash"
1985374,19032940,How can I get the iOS 7 default blue color programmatically?,"ios,colors,ios7,uicolor"
327216,18946490,How to stop unwanted UIButton animation on title change?,"objective-c,swift,ios7,uibutton,uikit"
807325,9816889,How to echo or print an array in PHP?,"php,arrays"
84216,3222125,Fastest way to remove first char in a String,"c#,string,substring,performance,trim"
125633,1451009,Javascript infamous Loop issue? [duplicate],"javascript,closures"
274117,11522151,Typical AngularJS workflow and project structure (with Python Flask),"javascript,python,flask,angularjs"
1493140,14024756,SLF4J: Class path contains multiple SLF4J bindings,"maven-2,slf4j"
18751,591923,Make git automatically remove trailing whitespace before committing,"git,whitespace,githooks"
251352,5750696,How to get a cross-origin resource sharing (CORS) post request working,"jquery,ajax,cherrypy,cors"
7850,607669,How do I convert Word files to PDF programmatically? [closed],"c#,vb.net,pdf,ms-word"
1099851,26423515,"How to automatically update your docker containers, if base-images are updated","docker,automatic-updates"
713179,8440816,warning: implicit declaration of function,"c,compiler-warnings"
340554,21220077,What does an underscore in front of an import statement mean?,"go,import"
81810,676250,Different ways of loading a file as an InputStream,"java,inputstream"
146289,1841405,How can I show the name of branches in `git log`?,git
2158465,18939421,What should Xcode 6 gitignore file include?,"ios,iphone,xcode,git"
222356,36367532,How can I conditionally import an ES6 module?,"javascript,module,ecmascript-6"
203104,2402953,JavaScript data grid for millions of rows [closed],"javascript,jquery,html,datagrid,slickgrid"
207752,4367723,Get Enum from Description attribute [duplicate],"c#,.net,attributes,enums"
121364,2072687,How do I edit the Visual Studio templates for new C# class/interface?,"c#,visual-studio,templates"
509895,7465445,How to install python modules without root access?,"python,numpy,pip"
661624,40978921,How to add chmod permissions to file in Git?,git
1060205,14164974,How to concatenate two IEnumerable<T> into a new IEnumerable<T>?,"c#,.net,ienumerable,concatenation"
36297,627867,"LINQ query to return a Dictionary<string, string>","c#,.net,linq,dictionary"
147695,1680624,font-style: italic vs oblique in CSS,"css,fonts"
184362,1561174,SHA512 vs. Blowfish and Bcrypt [closed],"security,encryption,passwords,hash"
139885,2611892,How to get the parents of a Python class?,"python,oop"
20336,1899436,PyLint “Unable to import” error - how to set PYTHONPATH?,"python,virtualenv,pylint,pythonpath"
43960,4821477,XML Schema minOccurs / maxOccurs default values,"xml,xsd"
6175775,48497358,ReactJS: Maximum update depth exceeded error,"javascript,reactjs,react-native"
2226153,16137713,How do I run a Java program from the command line on Windows?,java
7234,127386,"In Visual Studio C++, what are the memory allocation representations?","debugging,visual-c++"
874126,7041123,Test if something is not undefined in JavaScript,"javascript,undefined"
11236,1087339,Using Mockito to test abstract classes,"java,unit-testing,mocking,abstract-class,mockito"
722531,6805426,How to move columns in a MySQL table?,"mysql,sql,alter"
3696212,29577977,Unable to access React instance (this) inside event handler [duplicate],"javascript,reactjs,ecmascript-6,babeljs"
48771,1036347,How do I use boolean variables in Perl?,"perl,boolean"
420287,3767365,super() in Java,"java,super"
15124,354909,Is there a difference between foreach and map?,"foreach,language-agnostic,computer-science,map-function"
2621536,35120082,How to get started with Akka Streams? [closed],"scala,akka-stream"
1672337,18441846,How to sort an ArrayList in Java [duplicate],"java,sorting,collections,arraylist"
545490,5072804,How to return a 200 HTTP Status Code from ASP.NET MVC 3 controller,asp.net-mvc
1207248,30878856,Is there a shortcut to hide the side bar in Visual Studio Code?,visual-studio-code
1337500,10183370,What's the difference between Ruby's dup and clone methods?,"ruby,clone,dup"
1704096,19778620,Provide an image for WhatsApp link sharing,"html,meta-tags,whatsapp,facebook-opengraph"
276220,7066657,How to change menu item text dynamically in Android,"java,android,menu,menuitem"
557021,4553374,How to simulate a button click using code?,"android,onclick"
884521,10741899,How to select last two characters of a string,"javascript,string"
1922878,14794460,How does the ARM architecture differ from x86? [closed],"x86,arm"
863968,6834037,Initialize a long in Java,"java,long-integer"
1463,46080,How do you move a file?,"svn,tortoisesvn"
322642,17155475,Could not find com.google.android.gms:play-services:3.1.59 3.2.25 4.0.30 4.1.32 4.2.40 4.2.42 4.3.23 4.4.52 5.0.77 5.0.89 5.2.08 6.1.11 6.1.71 6.5.87,"android,gradle,google-play-services"
175399,5159877,How do I define a method in Razor?,"c#,asp.net-mvc,asp.net-mvc-3,razor"
601095,6114119,How do I read the first line of a file using cat?,"bash,file-io,cat"
1359708,10341271,"Switching from zsh to bash on OSX, and back again?","bash,terminal,zsh"
933601,16174182,"TypeScript, Looping through a dictionary","javascript,html,typescript"
393639,19176024,How to escape special characters in building a JSON string?,json
597657,7101992,Why do we usually use || over |? What is the difference?,"java,bitwise-operators"
1611708,12403662,How to remove all MySQL tables from the command-line without DROP database permissions? [duplicate],"mysql,command-line,sql-drop"
2447562,33870520,Npm install cannot find module 'semver',"javascript,node.js,mean-stack"
369710,21487329,Add x and y labels to a pandas plot,"python,pandas,dataframe,matplotlib"
136271,1122483,Random String Generator Returning Same String [duplicate],"c#,random"
801646,30843775,Tab not taking full width on Tablet device [Using android.support.design.widget.TabLayout],"android,tabs,width,android-appcompat,android-tablayout"
295189,11480763,How to get parameters from a URL string?,"php,url-parsing"
111435,1701973,How to clear all <div>s’ contents inside a parent <div>?,"javascript,jquery,html,dom-manipulation"
-1,217424,Create a CSV File for a user in PHP,"php,csv,download,http-headers"
25277,204465,How to access SOAP services from iPhone,"iphone,ios,web-services,soap,wsdl"
257233,9170832,List of Java class file format major version numbers?,"java,version"
5754160,36117583,Pythonic way to avoid “if x: return x” statements,"python,if-statement"
1529630,28078681,Why can't <fieldset> be flex containers?,"html,css,flexbox"
221001,1816958,Can't pickle <type 'instancemethod'> when using multiprocessing Pool.map(),"python,multithreading,multiprocessing,pickle,pool"
3410196,35011656,Async await in linq select,"c#,linq,asynchronous"
4009451,25769536,How/when to generate Gradle wrapper files?,"gradle,build.gradle,gradlew"
56711,10218946,Upgrade python in a virtualenv,"python,version,virtualenv,pip"
40745,17896714,Why would introducing useless MOV instructions speed up a tight loop in x86_64 assembly?,"performance,optimization,assembly,x86-64,freepascal"
912,1824418,"A clean, lightweight alternative to Python's twisted? [closed]","python,networking,twisted,asynchronous"
434460,6018701,How is “mvn clean install” different from “mvn install”?,"java,build,maven,maven-3"
81926,3413166,When does a process get SIGABRT (signal 6)?,"c++,sigabrt"
1940895,16362402,Save file to specific folder with curl command,"bash,shell,curl,directory"
5811973,45346575,What does '# noqa' mean in Python comments?,"python,comments,terminology,code-analysis,pep8"
206328,2322355,proper name for python * operator?,"python,operators,splat"
558340,4563272,Convert a python UTC datetime to a local datetime using only python standard library?,"python,datetime,timezone,python-datetime"
34824,2741312,Using CSS to insert text,"html,css"
28234,4110866,Ruby on Rails: Where to define global constants?,"ruby-on-rails,constants,global"
601622,10452851,Where is SQL Server Management Studio 2012?,"ssms,sql-server-2012"
334545,4778627,Is it possible to import a whole directory in sass using @import?,"import,sass,partials"
3383458,22757450,Difference between Destroy and Delete,"ruby-on-rails,destroy,delete-row"
217647,1941212,Correct way to use get_or_create?,"python,django"
175216,2113526,What is the equivalent of bigint in C#?,"c#,.net,sql-server,bigint"
79485,14337551,Why is the default value of the string type null instead of an empty string?,"c#,string,default-value"
98144,1127933,WPF Databinding: How do I access the “parent” data context?,"wpf,data-binding,datacontext"
801065,11862069,Optional query string parameters in ASP.NET Web API,"c#,url,asp.net-web-api,query-string"
521776,22616973,"Django rest framework, use different serializers in the same ModelViewSet","django,serialization,django-rest-framework"
496949,8882097,How to calculate the intersection of two sets? [duplicate],"java,set,intersection,hashset"
292,106820,What is Java EE? [duplicate],jakarta-ee
1724097,47531742,startForeground fail after upgrade to Android 8.1,"android,service,kotlin,android-notifications,background-service"
236501,3953208,Value Change Listener to JTextField,"java,swing,listener,jtextfield,documentlistener"
-1,569775,smart pointers (boost) explained,"c++,boost,smart-pointers"
946069,8237647,Clear variable in python,python
3890041,39520499,Class PLBuildVersion is implemented in both frameworks,"xcode,ios10,xcode8"
1023045,19901934,libpthread.so.0: error adding symbols: DSO missing from command line,"gcc,compiler-errors,linker,undefined-reference"
169754,9721944,Automatic TOC in github-flavoured-markdown,"github,markdown"
126994,1119614,Return empty cell from formula in Excel,"excel,excel-formula"
239879,3207749,"I have 2 dates in PHP, how can I run a foreach loop to go through all of those days?","php,foreach,date"
367273,3523442,Difference between CLOCK_REALTIME and CLOCK_MONOTONIC?,linux
509627,22885995,How do I initialize a TypeScript Object with a JSON-Object?,"json,typescript"
-1,1238145,How to run a JAR file,"java,jar"
441889,18887264,What is the difference between “def” and “val” to define a function,scala
1233251,43121340,Why is the use of len(SEQUENCE) in condition values considered incorrect by Pylint?,"python,conditional-statements,pylint"
924313,31609137,Why are explicit lifetimes needed in Rust?,"reference,rust,static-analysis,lifetime"
177222,3770457,What is memory fragmentation?,"c++,memory,heap,fragmentation"
283863,11093943,Is it possible to make a div 50px less than 100% in CSS3? [duplicate],"html,css"
545138,11753904,PostgreSQL delete with inner join,"sql,postgresql"
225312,4295678,Understanding the difference between __getattr__ and __getattribute__,"python,oop,encapsulation,getattr,getattribute"
1618135,20353846,Mockito - difference between doReturn() and when(),"java,unit-testing,mockito"
544198,14221775,"In Postgresql, force unique on combination of two columns","sql,postgresql,unique"
367181,3751791,How to change default text file encoding in Eclipse?,eclipse
442366,3667329,Listing only directories in UNIX,"unix,shell"
1307186,15826745,TypeScript: Creating an empty typed container array,"javascript,arrays,typescript"
6254448,36856232,Write / add data in JSON file using Node.js,"javascript,json,node.js,fs"
51816,803616,Passing functions with arguments to another function in Python?,"python,function"
407069,3381952,How to remove all white space from the beginning or end of a string?,"c#,string,trim,removing-whitespace"
387064,6544564,URL Encode a string in jQuery for an AJAX request,"javascript,jquery,ajax,http"
302749,2646028,HorizontalScrollView within ScrollView Touch Handling,"android,ontouchlistener,android-scrollview,horizontalscrollview"
185946,5546346,How to place and center text in an SVG rectangle,"text,svg"
93641,7027469,@media media query and ASP.NET MVC razor syntax clash,"css,asp.net-mvc-3,razor,media-queries"
3565997,30019542,ES6 Map in Typescript,"javascript,typescript,typescript1.5"
341583,5315967,Add a CSS class to <%= f.submit %>,"ruby-on-rails,css,ruby-on-rails-3"
25068,1261329,Difference between DateTime and Time in Ruby,"ruby,datetime,time"
1858308,37793418,How to return HTTP 500 from ASP.NET Core RC2 Web Api?,"c#,asp.net-core,asp.net-core-mvc"
447967,39429526,How to specify “nullable” return type with type hints,"python,python-3.x,python-3.5,type-hinting"
1581006,15757263,Find a string by searching all tables in SQL Server Management Studio 2008,"sql,sql-server,search"
123671,25931026,How can I rename a git stash?,"git,git-stash"
7918,8474670,Pythonic way to combine datetime.date and datetime.time objects,"datetime,python"
2668545,30379381,docker command not found even though installed with apt-get,"docker,ubuntu-14.04"
58109,31061838,How do I cancel an HTTP fetch() request?,"javascript,ajax,fetch-api"
18505,360141,How to connect to local instance of SQL Server 2008 Express,"sql-server-2008,ssms"
155196,8166497,Custom Adapter for List View,"android,listview,android-tablelayout,custom-adapter"
1488352,14319967,AngularJS routing without the hash '#',"javascript,angularjs"
47281,2412239,How to do Mercurial's 'hg remove' for all missing files?,mercurial
5922810,45285129,Any difference between await Promise.all() and multiple await?,"javascript,async-await"
2435228,25010167,"E731 do not assign a lambda expression, use a def","python,lambda,pep"
49733,1005676,Does a `+` in a URL scheme/host/path represent a space?,"url,encoding,query-string"
560932,4623564,How do I compare two files using Eclipse? Is there any option provided by Eclipse?,eclipse
11545,1341467,find filenames NOT ending in specific extensions on Unix?,"command-line,find"
3465096,22710627,Tainted canvases may not be exported,"javascript,html5-canvas"
5974174,40214655,Angular 2 Checkbox Two Way Data Binding,"html,angular,typescript,checkbox,data-binding"
64873,556153,Inline elements shifting when made bold on hover,"html,css,hover,text-size"
1776681,13195814,Trying to git pull with error: cannot open .git/FETCH_HEAD: Permission denied,"git,github,pull"
621331,10845998,I forgot the password I entered during postgres installation,"postgresql,postgresql-9.1,forgot-password"
113461,925115,Is there a way to remove the separator line from a UITableView?,"objective-c,cocoa-touch,uikit"
260308,30877491,Display unescaped HTML in Vue.js,"javascript,html,vue.js"
102503,837828,How do I create a slug in Django?,"python,django,django-models,slug"
105570,7394748,What's the right way to decode a string that has special HTML entities in it? [duplicate],"javascript,jquery,html-entities"
4263409,27182023,Getting the difference between two Dates (months/days/hours/minutes/seconds) in Swift,"ios,swift,macos,date,nsdate"
502012,5248915,Execution time of C program,"c,benchmarking"
1390264,18738712,How to add spacing between columns?,"css,twitter-bootstrap-3"
265629,4362491,"How do I check the difference, in seconds, between two dates?","python,time,datediff"
6228832,54273412,“Failed to install the following Android SDK packages as some licences have not been accepted” error,"android,android-studio,android-sdk-tools"
91697,2113940,Compare given date with today,"php,date,datetime"
1862434,27588965,How to use custom font in a project written in Android Studio,"android,android-studio"
249991,9409195,How to get complete address from latitude and longitude?,"android,google-maps,location"
225020,2215672,How to change the Push and Pop animations in a navigation based app,"ios,animation,uinavigationcontroller"
226473,4381290,Hibernate throws org.hibernate.AnnotationException: No identifier specified for entity: com..domain.idea.MAE_MFEView,"hibernate,jpa,orm,identifier,hibernate-annotations"
41613,677986,How to copy a selection to the OS X clipboard,"macos,vim,clipboard"
3020189,20136714,How can I fix WebStorm warning “Unresolved function or method” for “require” (Firefox Add-on SDK),"javascript,firefox-addon,webstorm,firefox-addon-sdk"
1547174,40774697,How to group an array of objects by key,"javascript,arrays,object,grouping,lodash"
2487122,22051573,How to hide image broken Icon using only CSS/HTML?,"html,css,image"
851491,11508613,How does push notification technology work on Android?,"android,push-notification,polling"
1384374,16052477,Delete fork dependency of a GitHub repository,github
79891,7356205,Remove file extension from a file name string,"c#,string,parsing"
17675,1980452,What causes java.lang.IncompatibleClassChangeError?,"java,jar,runtime-error,binary-compatibility"
264276,3197335,Restful API service,"android,rest,web-services,restapi"
704191,5946135,Difference between getDefaultSharedPreferences and getSharedPreferences,"android,android-preferences,sharedpreferences"
-1,264395,Linux equivalent of the Mac OS X “open” command [closed],"linux,macos,command-line,command-line-interface"
257530,3590000,What does java.lang.Thread.interrupt() do?,"java,multithreading"
85095,763579,How many threads can a Java VM support?,"java,multithreading"
20158,112932,Graphical DIFF programs for linux [closed],"linux,user-interface,diff,suse"
221538,1827677,How to do a JUnit assert on a message in a logger,"java,logging,junit,assert"
25418,381621,"Using arrays or std::vectors in C++, what's the performance gap?","c++,arrays,vector"
83871,693788,Is it better to use C void arguments “void foo(void)” or not “void foo()”? [duplicate],"c,void"
85309,3523534,Good ways to manage a changelog using git? [closed],"git,github,changelog"
181805,6856871,Getting the parent div of element,"javascript,html,getelementbyid"
1827653,3630054,How do I pass the this context to a function?,"javascript,jquery,scope,this"
728241,6794110,git revert back to certain commit [duplicate],"git,commit,revert"
-1,12552288,SQL WITH clause example [duplicate],"sql,with-clause"
1017340,32772573,'Project Name' was compiled with optimization - stepping may behave oddly; variables may not be available,"ios,afnetworking-2,xcode7"
1251632,9887360,How can I check if a checkbox is checked?,"javascript,jquery-mobile,checkbox"
314661,4471401,Getting value of HTML Checkbox from onclick/onchange events,"javascript,html,events,dom,checkbox"
1393225,30566848,When should I use Async Controllers in ASP.NET MVC?,"c#,asp.net,asp.net-mvc-4,asynchronous,async-await"
16853,1715681,Scala 2.8 breakOut,"scala,scala-2.8,scala-collections"
2633232,21012580,Is it possible to write data to file using only JavaScript?,"javascript,html"
1512056,17203122,Bash: If/Else statement in one line,bash
136168,1108693,"Is it possible to register a http+domain-based URL Scheme for iPhone apps, like YouTube and Maps?","iphone,ios,url"
86388,9705534,How do I delete a Git branch with TortoiseGit,"git,branch,tortoisegit"
290221,11268943,"Is it possible to capture a Ctrl+C signal and run a cleanup function, in a “defer” fashion?","signals,go,sigterm"
341008,4523497,typedef fixed length array,"c,arrays,gcc,typedef"
1084,17965,How to generate a core dump in Linux on a segmentation fault?,"linux,bash,unix,coredump,tcsh"
178488,1637332,static const vs #define,"c++,c,constants"
2010607,40675162,Install a Nuget package in Visual Studio Code,"visual-studio-code,nuget-package"
3886,1609163,What is the difference between static_cast<> and C style casting?,"c++,casting,static-cast"
286973,8795097,How to git commit a single file/directory,"git,commit"
286802,4940054,How can I switch my git repository to a particular commit,git
266250,7002039,Easiest way to toggle 2 classes in jQuery,"jquery,toggleclass"
333864,18571213,How can I force a hard reload in Chrome for Android,"google-chrome,google-chrome-devtools,chrome-for-android"
1815710,18965980,Exit single-user mode,"sql-server,sql-server-2008-r2"
927986,9405689,How to remove css property in jQuery,jquery
