answers,ownerId,quesId,summary,tags,views,votes
26,6068,454315,How to format date and time in Android?,"android,date,time,formatting,format",337,337
5,41718,646644,How to get last items of a list in Python?,"python,list,slice",337,337
27,234253,3958615,Import file size limit in PHPMyAdmin,"php,mysql,phpmyadmin",337,337
19,306410,2695746,How to get a list of installed android applications and pick one to run,"android,android-intent",337,337
7,985138,8720931,Can CSS detect the number of children an element has?,"css,css-selectors",337,337
5,3274149,36999739,What does ==$0 (double equals dollar zero) mean in Chrome Developer Tools?,"google-chrome,google-chrome-devtools,code-inspection",338,338
24,1770724,28831854,How do I add python3 kernel to jupyter (IPython),"ipython,ipython-notebook,jupyter,jupyter-notebook",337,337
21,99463,11351032,Named tuple and default values for optional keyword arguments,"python,default-value,namedtuple,optional-arguments",337,337
31,1404555,18122336,Cannot change version of project facet Dynamic Web Module to 3.0?,"java,eclipse,maven",337,337
8,19112,1196415,What datatype to use when storing latitude and longitude data in SQL databases? [duplicate],"sql,database,geocoding,latitude-longitude",338,338
8,33996,653509,Breaking out of nested loops [duplicate],"python,loops,nested-loops",337,337
15,28035,514371,What's the bad magic number error?,python,338,338
22,1643850,26150232,Resolve Javascript Promise outside function scope,"javascript,promise,es6-promise",338,338
4,474997,29790070,Upgraded to AppCompat v22.1.0 and now getting IllegalArgumentException: AppCompat does not support the current theme features,"android,android-appcompat,illegalargumentexception",338,338
13,111065,3896537,Should I size a textarea with CSS width / height or HTML cols / rows attributes?,"html,css,textarea",338,338
3,471136,6587729,How to use IntelliJ IDEA to find all unused code?,"java,refactoring,intellij-idea,code-metrics,code-inspection",338,338
24,-1,628301,CSS3's border-radius property and border-collapse:collapse don't mix. How can I use border-radius to create a collapsed table with rounded corners?,"html,css,rounded-corners,html-table",338,338
16,469652,4705426,What's the difference between ViewData and ViewBag?,".net,asp.net-mvc-3,difference,viewbag,viewdata",338,338
5,1197592,9807909,Are email addresses case sensitive?,"email,smtp,rfc",338,338
24,463785,7556400,Injecting content into specific sections from a partial view ASP.NET MVC 3 with Razor View Engine,"asp.net,asp.net-mvc,asp.net-mvc-3,razor,partial-views",338,338
7,42973,9698614,"super() raises “TypeError: must be type, not classobj” for new-style class","python,superclass,super,typeerror",338,338
15,82219,2461702,Why is IoC / DI not common in Python?,"python,design-patterns,dependency-injection,inversion-of-control,architecture",338,338
38,-1,574463,"Running Internet Explorer 6, Internet Explorer 7, and Internet Explorer 8 on the same machine","internet-explorer,browser,internet-explorer-8,internet-explorer-7,internet-explorer-6",338,338
5,3555155,23199392,Difference between MEAN.js and MEAN.io,"javascript,node.js,angularjs,web-applications,mean-stack",336,336
7,254532,35341696,How to convert Map keys to array?,"javascript,dictionary,ecmascript-6",338,338
9,6428638,37787698,how to sort pandas dataframe from one column,"python,pandas,dataframe,sorting,time",338,338
3,1442776,31878901,Should I add the Visual Studio 2015 .vs folder to source control?,"git,svn,version-control,visual-studio-2015,ignore",336,336
8,5228806,35667249,Accessing Redux state in an action creator?,"javascript,redux",336,336
6,631733,5877808,What is [Serializable] and when should I use it?,"c#,.net,serialization",336,336
16,581922,6737824,How to run a hello.js file in Node.js on windows?,"windows,node.js",336,336
23,1366,261963,How can I iterate over an enum?,"c++,enums",336,336
9,8803619,47369351,kubectl apply vs kubectl create?,"kubernetes,kubectl",336,336
11,557944,7049875,Why doesn't height: 100% work to expand divs to the screen height?,"html,css,height",336,336
8,417143,4291151,jQuery count child elements,"javascript,jquery,dom",336,336
6,653364,5484922,Secondary axis with twinx(): how to add to legend?,"python,matplotlib,axis,legend",336,336
14,576758,23308193,Break or return from Java 8 stream forEach?,"java,foreach,lambda,java-8",336,336
6,129638,2263975,jQuery OR Selector?,"jquery,jquery-selectors",336,336
7,312025,4123044,Maven 3 warnings about build.plugins.plugin.version,"maven,maven-plugin,maven-3",336,336
7,209512,10005939,How do I consume the JSON POST data in an Express application,"json,node.js,express",336,336
8,326904,5401501,How to post data to specific URL using WebClient in C#,"c#,post,webclient",336,336
48,-1,36504,Why functional languages? [closed],"programming-languages,functional-programming",336,336
17,25968,2897619,Using HTML5/JavaScript to generate and save a file,"javascript,html,download",336,336
16,112023,1502590,Calculate distance between two points in google maps V3,"javascript,google-maps-api-3",336,336
11,97855,1542213,How to find the Number of CPU Cores via .NET/C#?,"c#,.net,cpu-cores",336,336
13,10040,163823,Can “list_display” in a Django ModelAdmin display attributes of ForeignKey fields?,"python,django,django-models,django-admin,modeladmin",336,336
34,1120987,28668252,Android studio Error “Unsupported Modules Detected: Compilation is not supported for following modules”,"android,intellij-idea,android-studio,ide,android-ide",334,334
28,-1,125964,Easier way to debug a Windows service,"c#,debugging,windows-services",336,336
8,817493,11407349,How to export and import a .sql file from command line with options? [duplicate],"mysql,command-line,command-line-arguments,sqlcommand",335,335
20,228450,2304052,Check if a number has a decimal place/is a whole number,"javascript,validation,numbers,integer",334,334
2,819272,24650626,How to implement classic sorting algorithms in modern C++?,"c++,algorithm,sorting,c++14,c++-faq",335,335
30,3822654,24666515,How do I make an attributed string using Swift?,"fonts,uilabel,swift,nsattributedstring",334,334
3,235243,20963273,SPA best practices for authentication and session management,"security,angularjs,authentication,ember.js,single-page-application",335,335
4,322909,7935689,What is the difference between children and childNodes in JavaScript?,"javascript,dom",335,335
5,27305,12340737,Specify multiple attribute selectors in CSS,"css,attributes,css-selectors",335,335
5,166343,27715275,What's the difference between returning value or Promise.resolve from then(),"javascript,angularjs,promise,q",335,335
8,665488,40465047,How can I mock an ES6 module import using Jest?,"javascript,node.js,mocking,ecmascript-6,jestjs",335,335
19,2078,17806,Warning: Found conflicts between different versions of the same dependent assembly,".net,warnings",335,335
11,196526,5217665,How to generate .NET 4.0 classes from xsd?,"c#,.net,xsd",335,335
12,164230,2882490,How to get the current URL within a Django template?,"django,django-templates",335,335
3,248959,13296863,Difference between wait and sleep,"bash,shell,wait,sleep",335,335
4,257942,2128505,Difference between filter and filter_by in SQLAlchemy,"python,sqlalchemy",335,335
2,1715100,12797118,How can I declare optional function parameters in JavaScript? [duplicate],javascript,335,335
10,22996,693997,How to set HttpResponse timeout for Android in Java,"java,android,timeout,httpresponse",335,335
12,49697,1796180,How can I get a list of all classes within current module in Python?,"python,reflection,inspect",335,335
7,2266338,19075671,How do I use shell variables in an awk script?,"bash,shell,awk",335,335
16,4873380,49603939,Message “Async callback was not invoked within the 5000 ms timeout specified by jest.setTimeout”,"javascript,automated-tests,jestjs,puppeteer",335,335
26,6509751,50081213,How do I use hexadecimal color strings in Flutter?,"colors,dart,flutter",333,333
6,1309066,10099258,How can I recover a lost commit in Git?,git,333,333
9,985051,8708542,Something like 'contains any' for Java set?,java,333,333
21,378622,10474922,ERROR 2006 (HY000): MySQL server has gone away,mysql,334,334
29,13332,75401,What are the uses of “using” in C#?,"c#,using,using-statement",333,333
8,2338,60160,How to escape text for regular expression in Java,"java,regex,escaping",335,335
17,354742,4205980,Java - sending HTTP parameters via POST method easily,"java,http,post,httpurlconnection",333,333
8,532797,9541351,Returning binary file from controller in ASP.NET Web API,"asp.net,asp.net-mvc,asp.net-web-api",335,335
28,652800,5287538,How to get the user input in Java?,"java,input",333,333
24,820410,10978038,restrict edittext to single line,"android,android-edittext",333,333
18,3299229,21714655,How to reload the current state?,"angularjs,angular-ui,angular-ui-router",333,333
1,1772898,25956193,Difference between Amazon EC2 and AWS Elastic Beanstalk,"amazon-web-services,amazon-ec2,hosting,amazon-elastic-beanstalk",334,334
17,81377,38567353,How to determine if .NET Core is installed,"c#,asp.net-core,.net-core",333,333
6,1357341,12438786,Try-finally block prevents StackOverflowError,"java,recursion,stack-overflow,try-finally",334,334
7,1767006,19601948,must appear in the GROUP BY clause or be used in an aggregate function,"sql,group-by,aggregate-functions,postgresql-9.1",334,334
9,1915,41233,Java and SQLite [closed],"java,sqlite",334,334
17,47576,436866,Can you overload controller methods in ASP.NET MVC?,"c#,asp.net-mvc,overloading",334,334
3,277176,6895522,Is 0 a decimal literal or an octal literal?,"c++,zero,octal",334,334
14,33324,492384,How to find the 'sizeof' (a pointer pointing to an array)?,"c,arrays,pointers,sizeof",334,334
3,462971,12701085,What is the “realm” in basic authentication,"http,basic-authentication,digest-authentication",334,334
8,500104,4782757,Rule-of-Three becomes Rule-of-Five with C++11?,"c++,constructor,c++11,rvalue-reference,rule-of-three",334,334
22,52529,1225102,jQuery event to trigger action when a div is made visible,"javascript,jquery",334,334
7,117421,20951419,What are best practices for REST nested resources?,"rest,api-design",334,334
12,72990,623052,How to edit incorrect commit message in Mercurial? [duplicate],"version-control,mercurial,tortoisehg,commit-message,mercurial-commit",334,334
6,1254632,20138640,Pushing empty commits to remote,"git,git-commit",334,334
10,1128450,8949252,Why do I get AttributeError: 'NoneType' object has no attribute 'something'?,"python,attributeerror,nonetype",334,334
8,992600,11821801,Why use a ReentrantLock if one can use synchronized(this)?,"java,multithreading,concurrency,synchronize,reentrantlock",334,334
17,296003,4198676,“Warning: iPhone apps should include an armv6 architecture” even with build config set,"ios,xcode",332,332
10,1039278,32083053,Android Fragment onAttach() deprecated,"android,android-fragments",332,332
17,76509,890966,What is “String args[]”? parameter in main method Java,"java,parameters,command-line-arguments,main",332,332
2,4525298,29134512,InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately [duplicate],"python,rest,ssl",332,332
7,201387,4506990,What is the use of static constructors?,"c#,constructor,static-constructor",332,332
9,26980,193182,Programmatically get own phone number in iOS,"ios,iphone,phone-number",332,332
11,141490,1679243,Getting the thread ID from a thread,"c#,.net,multithreading",332,332
16,3036105,20215744,How to create a MySQL hierarchical recursive query?,"mysql,sql,hierarchical-data,recursive-query",332,332
13,568249,14260340,Function to clear the console in R and RStudio,r,333,333
7,973699,18023493,Bootstrap dropdown sub menu missing,"css,twitter-bootstrap,twitter-bootstrap-3,submenu",332,332
8,2790389,18866571,Receive JSON POST with PHP,"php,json,post",332,332
3,-1,4915753,How can I remove 3 characters at the end of a string in php?,"php,string",332,332
19,300118,3913620,Get all table names of a particular database by SQL query?,"sql,sql-server",332,332
11,2443,541912,Interface naming in Java [closed],"java,interface,naming-conventions",332,332
29,1008538,21168521,Table fixed header and scrollable body,"html,css,twitter-bootstrap,html-table",332,332
38,72583,1479319,Simplest/cleanest way to implement a singleton in JavaScript,"javascript,function,design-patterns,singleton",332,332
33,1347435,21084833,Get the Last Inserted Id Using Laravel Eloquent,"php,database,laravel,eloquent",332,332
13,2433215,17388213,Find the similarity metric between two strings,"python,probability,similarity,metric",332,332
12,45066,2150614,Concatenating multiple text files into a single file in Bash,"bash,shell",332,332
13,202375,1958636,What is Double Brace initialization in Java?,"java,initialization,double-brace-initialize",332,332
8,422990,3503879,Assign output of os.system to a variable and prevent it from being displayed on the screen [duplicate],python,332,332
11,4927648,42928765,convert:not authorized `aaaa` @ error/constitute.c/ReadImage/453,"imagemagick,imagemagick-convert",332,332
11,2635,454048,What is the difference between encrypting and signing in asymmetric encryption?,"encryption,rsa,signing,license-key",332,332
18,22621,350027,Setting WPF image source in code,"c#,.net,wpf,image",332,332
17,197036,4825295,JavaScript - onClick to get the ID of the clicked button,"javascript,html",332,332
21,598511,9011524,Regex to check whether a string contains only numbers [duplicate],"javascript,regex",332,332
11,99317,1296843,"What is the difference between NULL, '\0' and 0?","c,pointers,null",332,332
23,5486,596444,"Html.ActionLink as a button or an image, not a link","asp.net-mvc,actionlink",332,332
11,1088682,320509,Is it possible to open a Windows Explorer window from PowerShell?,powershell,332,332
36,-1,63150,What's the best way to build a string of delimited items in Java?,"java,string,algorithm",330,330
11,1593783,16344354,How to make blinking/flashing text with CSS 3,"html,css,css-animations,opacity",330,330
22,4822120,31739792,Is uninitialized local variable the fastest random number generator?,"c++,c,undefined-behavior,garbage",330,330
12,22514,137660,Where does Console.WriteLine go in ASP.NET?,"asp.net,iis,console.writeline",330,330
20,134046,1257744,Can I use break to exit multiple nested 'for' loops?,"c++,for-loop,break,nested-loops",330,330
9,496949,8882295,How to get the first element of the List or Set? [duplicate],"java,list,collections,set",330,330
4,6047315,37361145,Deoptimizing a program for the pipeline in Intel Sandybridge-family CPUs,"c++,optimization,x86,intel,cpu-architecture",331,331
20,39539,307674,How to remove duplicate values from a multi-dimensional array in PHP,"php,arrays,duplicate-data",330,330
8,148601,5631384,Remove everything after a certain character,"javascript,jquery",330,330
8,63235,1248423,How do I see active SQL Server connections?,"sql,sql-server,sql-server-2008",330,330
5,2495341,23472334,How to find what code is run by a button or element in Chrome using Developer Tools,"javascript,jquery,google-chrome,google-chrome-devtools",331,331
3,4110320,28930465,What is the difference between flatten and ravel functions in numpy?,"python,numpy,multidimensional-array,flatten,numpy-ndarray",331,331
3,2676491,18677244,Error: invalid_client no application name,"google-api,google-apps",331,331
20,388473,4909167,How to add a custom right-click menu to a webpage?,"javascript,contextmenu,right-click",331,331
8,140367,8054273,How to implement an STL-style iterator and avoid common pitfalls?,"c++,iterator,const-iterator",331,331
7,174735,10343632,HttpClient.GetAsync(…) never returns when using await/async,"c#,.net,asynchronous,async-await,dotnet-httpclient",331,331
6,18852,18137175,"In Git, what is the difference between origin/master vs origin master?",git,331,331
3,127880,1695040,Visual Studio jump to next error shortcut?,".net,vb.net,visual-studio,ide",331,331
12,2282538,31587949,Hide .js.map files in Visual Studio Code,"typescript,visual-studio-code,vscode-settings",330,330
5,1416970,18930527,Difference between git pull and git pull --rebase,"git,git-pull",331,331
1,168775,7663451,View a specific Git commit [duplicate],git,331,331
17,2339,33207,What is the best way to unit test Objective-C code?,"objective-c,cocoa,unit-testing,xcode",331,331
9,101251,2954372,Difference between SPI and API?,"java,api",331,331
8,197302,6017987,How can I list all the deleted files in a Git repository?,git,331,331
25,534471,30719047,Android M - check runtime permission - how to determine if the user checked “Never ask again”?,"android,android-permissions,android-6.0-marshmallow",329,329
35,514749,7110353,HTML5 dragleave fired when hovering a child element,"javascript,jquery,html,drag-and-drop,jquery-events",330,330
9,1495198,29546550,Flexbox: 4 items per row,"html,css,flexbox",329,329
6,379235,15995919,How to use cURL to send Cookies?,"rest,session,curl,flask,session-cookies",329,329
16,858962,12008908,AngularJS: How can I pass variables between controllers?,"javascript,angularjs,angularjs-controller",329,329
19,86684,1284423,Read entire file in Scala?,scala,329,329
19,10589,384145,Expanding a parent <div> to the height of its children,"html,css",329,329
24,-1,62289,Read/write to Windows registry using Java,"java,registry",331,331
8,239714,20984802,How can I keep my fork in sync without adding a separate remote?,"git,github",329,329
8,1879940,15411158,Pandas count(distinct) equivalent,"python,pandas,count,group-by,distinct",329,329
11,53839,1442925,How to get nth jQuery element,jquery,329,329
15,67366,2616906,How do I output coloured text to a Linux terminal?,"c++,linux,colors,terminal",329,329
10,1536527,19072070,How to find where gem files are installed,"ruby,rubygems",329,329
6,2253573,17192158,NameError: global name 'xrange' is not defined in Python 3,"python,python-3.x,range,runtimeexception,xrange",329,329
15,453821,4076601,How do I import the javax.servlet / jakarta.servlet API in my Eclipse project?,"java,eclipse,servlets",329,329
17,5709404,38549253,How to find which version of TensorFlow is installed in my system?,"python,ubuntu,tensorflow,command-line,version",329,329
27,2111737,38558989,Node.js heap out of memory,"javascript,node.js,crash,out-of-memory,heap-memory",329,329
19,146764,1875305,View tabular file such as CSV from command line [closed],"linux,macos,command-line,csv",329,329
8,48557,2520487,How to use dashes in HTML-5 data-* attributes in ASP.NET MVC,"asp.net-mvc,html,custom-data-attribute",329,329
8,822409,9129928,How to calculate number of days between two dates,javascript,329,329
24,195853,4681090,How do I find where JDK is installed on my windows machine?,"java,windows",329,329
17,7391937,43638938,Updating an object with setState in React,"reactjs,state",329,329
3,1440116,11002820,"Why should we include ttf, eot, woff, svg,… in a font-face","css,font-face,webfonts",328,328
15,111731,1965787,How to delete files/subfolders in a specific directory at the command prompt in Windows,"windows,batch-file,file-io,cmd,directory",329,329
18,45261,986120,"In jQuery, how do I select an element by its name attribute?","javascript,jquery,html,radio-button",329,329
12,-1,1334802,How can I use external JARs in an Android project?,"android,eclipse,build.gradle,class-library",328,328
33,480716,4945178,Cannot run Eclipse; JVM terminated. Exit code=13,"eclipse,startup",328,328
4,682480,6048913,"What replaces cellpadding, cellspacing, valign, and align in HTML5 tables?","html,css,visual-studio,css-tables",328,328
22,4951010,31976722,Start script missing error when running npm start,"javascript,node.js,express,package.json,npm-scripts",328,328
10,-1,5384914,How to delete items from a dictionary while iterating over it?,"scripting,dictionary,python",328,328
3,163699,1533444,css selector to match an element without attribute x [duplicate],"css-selectors,css",328,328
13,134824,4576352,Remove all occurrences of char from string,"java,string,character",328,328
17,899530,17127351,Introducing FOREIGN KEY constraint may cause cycles or multiple cascade paths - why?,".net,entity-framework,foreign-keys,ef-code-first,entity-framework-4",328,328
6,87610,9225567,How to print a int64_t type in C,"c,stdint",328,328
20,-1,1248302,How to get the size of a JavaScript object?,"javascript,memory,object,sizeof",329,329
12,20072,1307114,How can I archive git branches?,git,328,328
9,23072,2828255,How do I increase the capacity of the Eclipse output console?,"eclipse,console",328,328
17,485219,4005409,"Error 1046 No database Selected, how to resolve?","sql,mysql,mysql-error-1046",328,328
6,594589,9998490,How to get xdebug var_dump to show full object/array,"php,xdebug",328,328
6,361609,17900201,How to access parent scope from within a custom directive *with own scope* in AngularJS?,"angularjs,angularjs-directive",328,328
11,3603,1068095,Assigning out/ref parameters in Moq,"c#,parameters,moq,ref,out",328,328
6,248827,2728999,How to get Top 5 records in SqLite?,"sqlite,select",328,328
10,83806,13613524,Get an object's class name at runtime,typescript,328,328
19,15649,120797,How do I set the proxy to be used by the JVM,"java,proxy,jvm",328,328
12,3238,35301,What is the difference between the | and || or operators?,"c#,php,operators",328,328
18,165673,4186906,Check if object exists in JavaScript,"javascript,debugging,variables,null,undefined",328,328
29,783848,8481783,What is the easiest way to make a C++ program crash?,"c++,crash",328,328
21,930450,10849552,Update ViewPager dynamically?,"android,android-fragments,android-viewpager",326,326
11,1090463,38085180,How to disable input conditionally in vue.js,"javascript,html,forms,vue.js",328,328
19,23893,168901,Count the items from a IEnumerable<T> without iterating?,"c#,.net,ienumerable",328,328
14,3425691,34189756,Warning about SSL connection when connecting to MySQL database,"java,ssl,database-connection,mysql-error-1064",326,326
7,299711,2602252,MySQL query String contains,"php,mysql,sql,string-comparison",328,328
5,-1,522251,What's the difference between ISO 8601 and RFC 3339 Date Formats?,"datetime,format,web-standards",327,327
8,508377,10144634,".htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration","apache,.htaccess",326,326
20,22634,272361,How can I handle the warning of file_get_contents() function in PHP?,"php,function,exception-handling,warnings",326,326
4,573,878943,Why return NotImplemented instead of raising NotImplementedError,"python,exception",327,327
4,2993924,34162443,"Why do many examples use `fig, ax = plt.subplots()` in Matplotlib/pyplot/python","python,matplotlib,plot,visualization",327,327
12,2301515,16603979,How to remove the default arrow icon from a dropdown list (select element)?,"html,css,drop-down-menu,html-select",326,326
10,1186505,9122708,Unit testing private methods in C#,"c#,unit-testing,mstest",326,326
5,109618,2290016,Git Commit Messages: 50/72 Formatting,git,327,327
3,557429,19414734,Understanding Spring @Autowired usage,"java,spring,autowired,spring-3",327,327
16,594646,13367868,Modify SVG fill color when being served as Background-Image,"html,css,svg",327,327
4,236655,2116778,Reduce git repository size,"git,git-clean",327,327
12,416791,5183630,Calendar Recurring/Repeating Events - Best Storage Method,"database-design,calendar",327,327
9,2787498,42901942,How do we download a blob url video [closed],"video,browser,blob",327,327
20,2443,60764,How to load JAR files dynamically at Runtime?,"java,jar,classloader",327,327
5,24610,541194,C# version of java's synchronized keyword?,"c#,java,multithreading,synchronization",327,327
13,283408,2354210,Can a class member function template be virtual?,"c++,templates,virtual-functions,function-templates,c++-faq",327,327
7,604136,9560600,Java - No enclosing instance of type Foo is accessible,"java,inner-classes",327,327
7,792549,10146080,Ternary operation in CoffeeScript,"javascript,coffeescript,ternary-operator",327,327
15,263521,2730855,Prevent screen rotation on Android,"android,rotation,screen",327,327
18,29347,5924072,"Express-js can't GET my static files, why?","node.js,express",327,327
14,43005,387736,How to stop event propagation with inline onclick attribute?,"javascript,html,events,dom",327,327
3,107083,8333920,Passing a URL with brackets to curl,"url,curl",327,327
8,1879101,37916940,Why was the name 'let' chosen for block-scoped variable declarations in JavaScript?,"javascript,ecmascript-6,let",327,327
21,148883,1216114,How can I make a div stick to the top of the screen once it's been scrolled to?,"javascript,jquery,css,scroll,positioning",327,327
8,440237,3935574,Can I use Objective-C blocks as properties?,"ios,objective-c,automatic-ref-counting,objective-c-blocks",325,325
6,5769,175962,Dynamic SELECT TOP @var In SQL Server,"sql,sql-server-2005",327,327
17,149080,6116668,How to run a single RSpec test?,"ruby-on-rails,ruby,ruby-on-rails-3,rspec",325,325
3,552121,12266899,onMeasure custom view explanation,"android,view",325,325
15,1068317,13484667,Downloading MySQL dump from command line,"mysql,command-line,command-line-arguments,linode",325,325
24,2204759,103564,The performance impact of using instanceof in Java,"java,performance,instanceof",325,325
26,1486275,16862933,How to resolve git's “not something we can merge” error,"git,branching-and-merging",325,325
22,1684516,12737860,Assertion failure in dequeueReusableCellWithIdentifier:forIndexPath:,"ios,objective-c,uitableview",325,325
7,36316,2828262,Is there a [Go to file…]?,"xcode,keyboard-shortcuts",325,325
12,1530318,11941817,How to avoid “RuntimeError: dictionary changed size during iteration” error?,"python,list,dictionary,loops",325,325
11,113579,919614,Eclipse doesn't highlight references anymore,eclipse,325,325
14,590942,5208679,Order Bars in ggplot2 bar graph,"r,ggplot2,r-faq",325,325
20,1228491,25865270,How to install Python MySQLdb module using pip?,"python,mysql,pip",325,325
20,375373,3249524,Print in one line dynamically,"python,printing",325,325
5,4843,918393,What's the difference between interface and @interface in java?,"java,interface,annotations,language-features",326,326
12,385563,9808233,Is it possible to put CSS @media rules inline?,"html,css,media-queries",326,326
30,272425,2306503,How to make an alert dialog fill 90% of screen size?,"android,dialog",325,325
12,66549,2050790,How to Correctly Use Lists in R?,"r,list,data-structures,language-features,abstract-data-type",326,326
15,309648,2582138,finding and replacing elements in a list,"python,list,replace",325,325
15,582318,4742478,SSH to Elastic Beanstalk instance,"amazon-web-services,amazon-ec2,ssh,amazon-elastic-beanstalk",325,325
33,184561,7100976,How do I put the image on the right side of the text in a UIButton?,"ios,user-interface,layout,uibutton",325,325
11,327528,2926869,Do you need to dispose of objects and set them to null?,"c#,.net,garbage-collection,dispose",326,326
6,457418,4279282,How to set HTTP header to UTF-8 using PHP which is valid in W3C validator?,"php,html,http-headers",325,325
8,463300,3834839,How can I escape a double quote inside double quotes?,"bash,quotes",324,324
14,4653,277010,What are the benefits to marking a field as `readonly` in C#?,"c#,readonly,processing-efficiency,memory-efficient",324,324
8,617413,8710512,iTunes Connect: How to choose a good SKU?,"ios,app-store-connect",324,324
19,111424,3635166,How do I import CSV file into a MySQL table?,"mysql,csv,load-data-infile",324,324
5,82474,23674624,How do I convert a Java 8 IntStream to a List?,"java,java-8",324,324
11,649996,5234117,How to drop columns by name in a data frame,"r,dataframe,subset",324,324
11,4042051,25845538,How to use sudo inside a docker container?,"docker,sudo,linux-containers",324,324
6,3122,654037,What does $NON-NLS-1$ mean?,"java,eclipse,eclipse-rcp",326,326
5,1914652,28008139,Git Stash vs Shelve in IntelliJ IDEA,"git,intellij-idea,jetbrains-ide,shelving",324,324
10,222249,2275702,jQuery first child of “this”,"javascript,jquery,jquery-selectors,css-selectors",324,324
17,161746,1657883,Variable number of arguments in C++?,"c++,variadic-functions",324,324
25,375721,29537299,React: how to update state.item[1] in state using setState?,"javascript,reactjs,state",324,324
10,150505,3626752,Key existence check in HashMap,"java,hashmap",324,324
10,2207007,36884991,How to rebuild docker container in docker-compose.yml?,"docker,docker-compose,docker-container",324,324
6,684229,9368900,How to check if object (variable) is defined in R?,r,324,324
20,1026573,18897896,Replacement for deprecated sizeWithFont: in iOS 7?,"objective-c,deprecated,ios7",324,324
16,3056,457676,Check if a class is derived from a generic class,"c#,generics,reflection",324,324
17,1401202,30030031,Passing environment-dependent variables in webpack,"javascript,webpack",324,324
15,2047246,41874426,Moving Panel in Visual Studio Code to right side,"visual-studio-code,vscode-settings",322,322
34,47036,511088,Use JavaScript to place cursor at end of text in text input element,javascript,324,324
13,1192740,9574089,"OS X Bash, 'watch' command","macos,bash,automation,watch",322,322
7,629685,6444548,How do I get the picture size with PIL?,"python,python-imaging-library,image",324,324
2,925978,23448150,Techniques for Tracing Constraints,"haskell,constraints,ghc",323,323
12,77782,2586984,How can I swap positions of two open files (in splits) in vim?,"layout,editor,split,vim",324,324
9,11236,1006283,How to select the first element with a specific attribute using XPath,xpath,324,324
12,2061604,38630076,ASP.NET Core Web API exception handling,"c#,exception,asp.net-core",324,324
10,801632,6373277,Synchronizing a local Git repository with a remote one,git,324,324
10,57132,576185,Logging best practices [closed],".net,asp.net,logging,trace",323,323
9,129750,1163173,Why use Gradle instead of Ant or Maven? [closed],"java,maven,ant,build-process,gradle",324,324
5,47633,10866639,Difference between a Seq and a List in Scala,"list,scala,collections,seq",323,323
8,184862,1763156,127 Return code from $?,"process,unix",323,323
12,401019,7548926,Git “error: The branch 'x' is not fully merged”,"git,git-branch",323,323
12,-1,5119633,“To Do” list before publishing Android app to market [closed],"android,publishing,google-play",323,323
14,51816,664294,Is it possible only to declare a variable without assigning any value in Python?,"python,variable-assignment,variable-declaration",323,323
17,44586,848872,Select n random rows from SQL Server table,"sql,sql-server,random",323,323
37,-1,194484,What's the strangest corner case you've seen in C# or .NET? [closed],"c#,.net",322,322
11,184212,2938301,Remove specific commit,"git,commit,revert,cherry-pick",323,323
10,2306168,27678052,Usage of the backtick character (`) in JavaScript,"javascript,backticks,single-quotes,template-strings,backquote",323,323
15,292291,3262605,How to check whether a Storage item is set?,"javascript,html,local-storage",323,323
11,2313,60244,Is there replacement for cat on Windows,"windows,command-line,scripting",323,323
10,24949,2019857,Diff files present in two different directories,"unix,shell,diff",323,323
3,524041,9017573,Define preprocessor macro through CMake?,"c++,cmake,c-preprocessor",323,323
9,590790,8002455,How to easily initialize a list of Tuples?,"c#,list,collections,.net-4.0,tuples",323,323
21,5147,161541,Should I use SVN or Git? [closed],"git,svn,version-control",323,323
13,1581090,13330011,How do I revert an SVN commit?,"svn,revert",323,323
9,1011,347798,Changing an element's ID with jQuery,"javascript,jquery",323,323
16,51816,869885,Loop backwards using indices in Python?,"python,loops",323,323
27,384868,14712223,How to handle anchor hash linking in AngularJS,"javascript,angularjs,anchor,hashtag",323,323
4,2172,341273,What does character set and collation mean exactly?,"mysql,database,database-design,character-set",323,323
16,3791380,42248198,How to mount a single file in a volume,"docker,docker-compose",323,323
34,49739,446405,Adjust UILabel height depending on the text,"ios,cocoa-touch,uikit,uilabel",321,321
8,867798,20711240,How to completely remove node.js from Windows,"node.js,windows,npm,windows-7-x64",321,321
7,2928016,19674456,Run PostgreSQL queries from the command line,"database,postgresql",323,323
15,172861,2156015,How to remove all subviews?,"ios,subview",321,321
18,254806,6250394,How to increase space between dotted border dots,"html,css,border",321,321
14,482568,4181774,Show Image View from file path?,"android,imageview,android-imageview,android-file",321,321
9,418507,8636617,How to get start and end of day in Javascript?,javascript,321,321
4,569632,13621934,"ValidateAntiForgeryToken purpose, explanation and example","c#,asp.net-mvc,asp.net-mvc-4",322,322
19,-1,28394933,How do I check when a UITextField changes?,"ios,swift,uitextfield",321,321
3,1383785,38727520,Adding default parameter value with type hint in Python,"python,python-3.x,type-hinting",322,322
3,819720,34031801,Function declaration syntax: things in parenthesis before function name,go,322,322
1,30505,227231,ListBox vs. ListView - how to choose for data binding,"wpf,data-binding,listview,listbox",322,322
8,106762,1901251,Component based game engine design [closed],"architecture,game-engine,entity-component-system,entity-system",322,322
