answers,ownerId,quesId,summary,tags,views,votes
2,5610406,39089901,Firebase getRedirectResult is being called after logout,"javascript,firebase,vue.js,firebase-authentication,vue-router",17,17
0,1656654,39355081,"JavaFx Css, 'Not' selector",javafx-css,17,17
5,1547199,21667583,ASP.NET Web Forms 4.5 model binding where the model contains a collection,"asp.net,webforms,model-binding",18,18
0,1182899,40271418,React native notification with custom template for Android,"android,push-notification,react-native",17,17
0,3176495,40528480,"How to include zone.js, reflect-metadata etc. in Systemjs builder task?","javascript,angular,systemjs,systemjs-builder",17,17
1,968848,41057710,How To Apply .MTL File on .OBJ 3d Model via SceneKit & Model I/O,"ios,swift,3d,scenekit,modelio",17,17
0,546016,40029231,smb authentication (74 bytes vs 24?),"java,smb",17,17
1,2052963,40625354,Server Side Rendering Angular 2 in ASP.NET with Edge.js,"asp.net-mvc,angular,edge.js,angular-universal",17,17
1,251589,41126177,PlantUml - Set max width without constraining height,"uml,plantuml",17,17
3,995229,40072140,Twilio iOS SDK fails with “400 Bad request” on outgoing call,"ios,swift,twilio",17,17
0,4229796,41824456,Show Today in Agenda View even there is no event attached with “No event Created”,"java,android,android-calendar",17,17
1,180663,42016317,Imported variable works but is not defined when accessed in debugger (within same scope),"javascript,ecmascript-6,es6-module-loader",17,17
1,6748242,42133734,Host: localhost. is not in the cert's altnames,"node.js,reactjs,ssl-certificate,graphql,react-apollo",17,17
0,1040736,41617645,Google Recaptcha javascript loading multiple times,"javascript,recaptcha",17,17
1,6517589,41843329,Google maps beam to show user directions/heading in android MapFragment,"android,google-maps,location",17,17
1,4625005,41313565,hiding of template parameter of member template,"c++,templates,standards,name-lookup",17,17
2,3143657,41670590,“Template parse errors: 'app' is not a known element” when an 'OK' angular2 app is built with Webpack2 and deployed,"angular,webpack,angular2-template,webpack-2",17,17
1,470769,42541310,Override DND on a channel?,slack-api,17,17
0,6124487,41718710,Android dealing with IoT devices with NO Internet connection,"java,android,sockets,wifi,iot",17,17
2,38190,389060,Colimits of residually finite groups,gr.group-theory,3,3
0,6657330,38674497,Increase the expiry period of reset password link in firebase 3,"firebase,firebase-authentication",17,17
0,3471244,22704548,Can I setup IVR on my Android phone?,"android,ivr,dtmf",17,17
0,1342579,22715285,"New Google Play Services API, Holding connection through activities","java,android,google-play-services",17,17
1,240864,22821345,Samsung Multiwindow crash,"android,android-4.4-kitkat,samsung-mobile,samsung-mobile-sdk,samsung-touchwiz",17,17
3,673608,24599084,Mailchimp's $mcj = jQuery.noConflict(true) causing conflict,"jquery,mailchimp",17,17
0,3697230,23983271,emulator: ERROR: camera_device_start_capturing: Device 'AndroidEmulatorVC0' is unable to save frame to the clipboard,"android,android-emulator,camera,android-camera,emulation",17,17
0,3291140,26335794,What is the reason of designing an onAnimationCancel() in Animator.AnimatorListener?,"android,animation",17,17
2,338248,26103315,Not able to view video in Android Web View,"android,android-webview,android-mediaplayer",17,17
0,1229040,27314011,mcfork in Rstudio,"r,rstudio",17,17
1,1085586,24011527,Maven shade plugin Packaging DLL,"java,maven,dll",17,17
1,4407096,27715237,Scene Kit Performance with cube test,"swift,performance,optimization,3d,scenekit",17,17
1,351400,27051034,Using Optaplanner to solve VRPTWPD,"java,drools,optaplanner",17,17
0,1554860,28203175,Visual Studio Intellisense issue: Unknown CSS class 'some-class',"visual-studio-2013,less,intellisense,web-essentials",17,17
1,1993909,27466072,Crosswalk Cordova - js alert shows block characters on Chinese interface android,"android,cordova,android-alertdialog,crosswalk-runtime",17,17
0,2361947,27060217,Webcal / .ics subscribe to feed from within Android App,"android,calendar,feed,icalendar,subscribe",17,17
3,108099,139320,"Why a bank would propose a depositor to invest part of their money to mutual funds, instead of bank doing it itself?","investing,mutual-funds,bank-account,deposits,greece",8,8
0,3985487,26463592,Unity Camera Patch,"android,unity3d,shader,vuforia",17,17
4,3148695,29816189,Array-to-CSV-export function is facing an issue in WordPress-plugin,"php,arrays,wordpress,csv",17,17
1,857303,28843123,How can Android broadcast BLE local name like in iOS?,"android,ios,bluetooth,broadcast,discovery",17,17
0,2470141,30866693,Memory leak with Mongo Java Connection,"java,mongodb,memory-leaks",17,17
1,2421481,30591302,Gmail API Watch not filtering by Label,gmail-api,17,17
0,5036896,55172557,Office js Web Addin failing to ExpandDL with soap call,"exchangewebservices,office-js,outlook-web-addins,outlook-for-mac",16,16
0,84916,55083502,Flask unable to read Authorization header on ElasticBeanstalk,"python-3.x,amazon-web-services,wsgi,amazon-elastic-beanstalk,flask-peewee",16,16
1,152436,55680121,How to represent mapping between two trees in Haskell?,"algorithm,haskell,tree,mapping,abstract-syntax-tree",16,16
0,4264972,54868545,How can i get the caller phone number on android PIE without using read call log permission?,"android,android-permissions,android-9.0-pie",16,16
0,100077,30060284,How to properly index Sitecore 7 content in Solr with partial language fallback?,"solr,sitecore,sitecore7,sitecore7.5",17,17
2,4532985,58540821,How to make framework in CocoaPods that has multiple targets?,"ios,swift,cocoapods,carthage,swift-package-manager",16,16
0,4400060,57758951,What are freer monads?,"haskell,functional-programming,monads",16,16
1,2713455,63830860,App and website saved password is not sync,"android,google-chrome,google-identity,google-smartlockpasswords",16,16
2,513267,9484009,Callback when the options menu creation is complete,"android,options-menu",17,17
0,2041996,57891144,ApplePay error `Connection to remote alert view service failed` on iOS 13,"swift,xcode,ios13,applepay,passkit",16,16
1,3776197,57282243,flutter provider MultiProvider using StreamProvider,"flutter,dart,stream,provider,flutter-provider",16,16
1,8654503,59664035,Does react-native support Multithreading and Background threading or Parallel Execution? How can we do that?,"multithreading,react-native,ui-thread,background-thread",16,16
0,8555967,60164823,Kotlin compatibility with JavaFXPorts,"android,gradle,kotlin,javafx-8,javafxports",16,16
2,506084,26334129,Android Activity Title vs ActionBar Title,"android,android-activity,android-actionbar,title",17,17
2,6784979,45088790,Why are C# references added differently between NuGet and Visual Studio,"c#,reference,nuget",17,17
2,1402616,44969577,Support v7 MenuPopupHelper is now hidden and restricted to LIBRARY_GROUP,"android,android-appcompat,lint",17,17
2,7165581,43816604,JSDoc Tag Support for React HOC (Higher-Order Component),"reactjs,jsdoc3",17,17
1,1684508,37953826,UIActivityViewController unable to set subject when sharing to Gmail app,"ios,ios9,uiactivityviewcontroller",17,17
3,3870082,31681139,C# - Getting Exception messages in English when the application is in another language?,"c#,.net,exception,localization,resourcedictionary",17,17
1,2553418,36129133,Most performant way to transform/move large number of DOM elements,"javascript,jquery,html,css,angularjs",17,17
1,2254532,16278990,Get in-app billing user account details,"android,billing,in-app",17,17
0,1650907,44888785,How to set webpackChunkName for import() globally?,"javascript,webpack,webpack-3",16,16
0,8555794,46027329,Firebase Auth across multiple projects with different Providers,"firebase,firebase-authentication",16,16
1,-1,44717999,Cross Origin in ajax not working for .properties file in IOS (10.3.1),"javascript,jquery,ios,ajax,ios10.3",16,16
2,8485246,45763061,Error building Ionic app: Failed to execute aapt (CordovaLib:processDebugResources),"android,linux,cordova,gradle,ionic-framework",16,16
0,4507583,45525813,Facenet online triplet generation,"machine-learning,neural-network,conv-neural-network",16,16
1,2315280,46050864,Firebase Cloud Functions Error: connect ECONNREFUSED,"node.js,firebase,google-cloud-functions,kik",16,16
0,1888292,46377151,How to customize the color of custom syntax tokens in VSCode extension,"visual-studio-code,syntax-highlighting,vscode-extensions,vscode-settings",16,16
0,2184930,46417066,react native console.debug does not show log using log-ios,"react-native,react-native-ios",16,16
0,3525259,46773444,Chrome Dev tools - Is there a way to persist the filter in Chrome Dev Tools?,"filter,google-chrome-devtools",16,16
1,3221356,46552049,MacOS Safari 11 “prevent cross-site tracking” breaks google sign-in for websites,"safari,google-oauth,google-signin",16,16
1,1213364,47052154,How to convert .movpkg to mp4,"ios,objective-c,swift,http-live-streaming",16,16
1,1483178,46948624,Instant Apps with NFC,"android,nfc,deep-linking,branch.io,android-instant-apps",16,16
1,7922336,47412306,"How to use gcc from anaconda? When I compile files, it complains about not finding system headers like stdio.h","anaconda,conda,miniconda",16,16
0,3928705,47498262,SecurityException: Calling from not trusted UID,"android,uid",16,16
0,2699001,47493760,Grunt URL rewrite in Angular application on page reload,"javascript,angular,gruntjs,legacy",16,16
0,1608276,48236700,Why not always use Inf instead of Lazy in Idris?,"lazy-evaluation,idris,codata",16,16
1,2397068,34926991,Debugging ES6 import statements with React Native in Chrome,"javascript,google-chrome,debugging,ecmascript-6,react-native",16,16
8,20830,44533,Logic of Emptiness still unconvincing. Please help explain,"mahayana,sunyata,shunyata",5,5
0,1452174,48220944,Thumbnail Metadata Disappeared When Importing File with Copy to App,"ios,url,metadata,thumbnails,uidocument",16,16
0,1490077,35696067,How to set HttpOnly and Secure flags on GA cookies which managed by Google Tag Manager?,"cookies,httponly",16,16
2,5974354,35604487,Issue around utc date - TimeZoneInfo.ConvertTimeToUtc results in date change,"c#,datetime,timezone,utc",16,16
1,214676,35055541,SimpleSAMLphp State Information getting lost,"php,saml,simplesamlphp",16,16
0,2797154,35727985,Android TaskStackBuilder startActivities opens a white screen and freezes sometimes on Samsung Galaxy S3,"android,android-intent,android-navigation,taskstackbuilder",16,16
0,3357313,48268088,"Ble with MVVM and Architecture Components, proper way?","android,mvvm,bluetooth-lowenergy",16,16
0,6314638,37136183,"Graphviz, dot, ortho plots do not respect ports","html,graphviz,dot,edges,orthogonal",16,16
0,813216,36752434,Mocking file input in React TestUtils,"unit-testing,reactjs,mocha.js,fs,reactjs-testutils",16,16
2,3556382,36172392,Facebook SDK error during login attempt: No URL set,"php,curl,facebook-php-sdk",16,16
2,5982311,37381910,Firebase DB Update from Background Service,"android,firebase,firebase-realtime-database",16,16
0,944412,36125504,tileMode repeat with vector drawable,"android,android-vectordrawable",16,16
0,1180930,36317743,How to call UMFPACK as MATLAB does?,"matlab,fortran,sparse-matrix,numerical-methods,suitesparse",16,16
0,5138698,36428350,NotificationListenerService onNotificationPosted() called multiple times for single Notification when it is part of grouped notification,"android,android-notifications",16,16
0,5292173,37673344,Android Support Annotation “should have @Retention(RetentionPolicy.SOURCE)”,"java,android,android-annotations",16,16
1,6187000,36542815,Mono.AndroidTools.AdbException: No such file or directory,xamarin.android,16,16
0,2188122,38718858,"JPGraph 4 & 3.5 - When a line appears atop a barplot graph, it is rendered twice in slightly different positions. Why?","php,jpgraph",16,16
0,313717,38768913,Android Auto Google Play Rejection,"android,android-auto",16,16
1,5783753,38848345,"Highchart: in bar chart, how to increment a bar according to data?","javascript,jquery,highcharts",16,16
2,4044986,38451753,Post JSON ajax request with cors not working in IE10/Edge,"jquery,ajax,wcf,cors,iis-7.5",16,16
1,877383,37722531,How to retrieve google place details for multiple places (placeids),"google-maps,google-places-api",16,16
1,6557164,38458979,What's an xUnit runsettings equivalent?,xunit,16,16
2,1286667,10859567,Unexpected results implementing simple motion blur in Libgdx,"java,android,opengl-es,libgdx",16,16
1,690045,12399891,URL Scheme to Trigger Calendar Client,"android,calendar,google-calendar-api,icalendar,url-scheme",16,16
1,1865613,38974314,Load and save layout of anchorables - Binding of Visibility,"c#,wpf,mvvm,avalondock,xceed",16,16
1,1405412,12967833,Is it possible to do Data Driven Testing using SAPb1 Testcomposer?,sapb1,16,16
1,1334817,10823805,Android unit test for camera preview?,"android,unit-testing,opencv,camera,mocking",16,16
2,1616161,12825369,ContentControl Rotate decorator rendering,"c#,.net,wpf",16,16
1,1907033,13897050,Android AnalogClock : setting drawables programmatically,"java,android,xml,widget,clock",16,16
0,771435,16350572,A lot of NPE of DeviceMotionService happen recently,"android,webkit,android-webview",16,16
6,2032580,14646917,CSV Downloaded To Chrome - Error: MIME Type text/csv,"php,google-chrome,csv,mime-types",16,16
1,1336543,11705660,Anchor Android Dialog to a View,"android,dialog",16,16
1,383676,15296902,Is it possible to always show the action bar when using adjustPan as soft input mode?,"android,android-layout,android-actionbar,android-softkeyboard,android-windowmanager",16,16
1,2489210,17126019,"Android Webview, Setting Long Click enabled on links exclusively?","java,android,webview",16,16
0,727158,18204093,Ant+ iphone adapter configure for any sensor,"ios,objective-c,iphone",16,16
0,1681681,21578412,How to `\link{}` to a specific section of and Rd file with Roxygen2?,"r,roxygen2,roxygen",16,16
2,1249923,21183509,How to set a custom header in Google Cloud Endpoints Javascript Client?,"javascript,google-api,google-cloud-endpoints",16,16
0,5214654,63036996,How to get WebRTC logs on Safari Browser,"ios,safari,webkit,webrtc,mobile-safari",15,15
1,7661706,62855700,How to update the text of all EditTexts elements in a RecyclerView with two-way data binding,"android,kotlin,android-recyclerview,android-edittext,two-way-binding",15,15
2,2876951,19351856,iOS CoreBluetooth / iBeacon: Advertise an iBeacon and a peripheral service concurrently,"iphone,core-bluetooth,bluetooth-lowenergy,ibeacon",16,16
0,1911070,64862562,Updated to Mac OS Big Sur and getting “Warning: Expected min height of view” errors in R,"r,macos,macos-big-sur",15,15
0,11638718,66624969,Parameter pack expansion with lambda in C++20,"c++,lambda,language-lawyer,variadic-templates,c++20",15,15
5,13930,3016767,Tomcat reporting 404 error on all of newly deployed WAR files?,"java,tomcat,http-status-code-404,war",16,16
4,1595783,22346408,AngularJS Sends OPTIONS request instead of POST,"angularjs,post,amazon-s3,httprequest",16,16
2,555153,9165194,Android 4.0 org.apache.http.conn.ConnectTimeoutException: Connect to … timed out,"android,timeout,android-4.0-ice-cream-sandwich",16,16
4,687174,10295502,How to verify a iTunes Store receipt for in-app purchase,"ios,in-app-purchase,itunes-store",16,16
2,605129,18731776,Duplicate files during packaging of an APK,"android,jar,gradle,android-studio",16,16
1,1924443,34449977,How to get the Image URL of rct-image-store to upload image through api,react-native,16,16
5,5600448,39030702,No EAAccessoryDidConnectNotification and EAAccessoryDidDisconnectNotification after connecting Lightning kBD or Smart KBD,"ios,objective-c,nsnotificationcenter,external-accessory",16,16
3,3682372,36277700,Delete system cache on android 6.0,android,16,16
1,1420941,60290892,Safari - CORS OPTIONS preflight requests not showing in dev tools,"safari,cors,preflight,safari-web-inspector",16,16
1,4117081,30636845,Function list on main page with doxygen,"c,documentation,doxygen",16,16
1,1150923,16224533,How do you change/customize the keyboard shortcut for Chrome Developer Tools?,"google-chrome,keyboard-shortcuts,google-chrome-devtools",16,16
1,2272004,27911758,Use Twirl with Spring MVC,"java,spring,spring-mvc,playframework,twirl",16,16
2,471468,31579565,Html2Canvas problems with thai language,"javascript,jquery,screenshot,html2canvas",16,16
1,5854030,35071577,Are Session Fixation Attacks in MVC 5 still an issue,"asp.net-mvc,security,session,cookies,asp.net-mvc-5",16,16
4,24874,1679391,How to combine DataTrigger and EventTrigger?,".net,wpf,xaml,triggers,datatrigger",16,16
1,3859456,45757822,How can I use ComponentRef to destroy my Component from within?,angular,15,15
1,919426,45861604,ASP.Net Core 1 Logging Error - The description for Event ID xxxx from source Application cannot be found,"c#,asp.net-core,event-log",15,15
0,5479131,46378543,ERROR gl_surface_egl.cc(263)] eglChooseConfig failed with error EGL_BAD_ATTRIBUTE,android,15,15
0,5318737,46410070,PredectionIO via vagrant : pio-start-all: command not found,"linux,predictionio",15,15
2,993919,39313688,AVfoundation blur background in Video,"ios,video,avfoundation,video-editing",16,16
0,1688321,46678507,How to disable bracket balancing in Xcode9,xcode,15,15
0,1390035,46514830,Crashlytics asks for dSYMs with UUIDs that don't match my app,"ios,xcode,app-store-connect,crashlytics,google-fabric",15,15
1,6643616,47080343,How to plot interaction effects from extremely large data sets (esp. from rxGlm output),"r,glm,microsoft-r",15,15
0,1413066,46713880,Spark executors crash due to netty memory leak,"out-of-memory,netty,spark-streaming,apache-spark-2.0",15,15
0,1345244,47290741,What service is behind the referrer “android.clients.google.com”?,"android,amazon-cloudfront,referrer",15,15
0,852499,47517954,An exception occurs during Evaluate Expression Action :,"android,kotlin,android-studio-3.0",15,15
1,1452174,46826381,Unified Logging: App’s Info / Debug Messages Never Show Up In Logarchive File,"ios,xcode,logging,console,unified-log",15,15
2,4652412,48089172,Android Media Controller stuck at a position when scrolled in list view?,"android,android-recyclerview,android-videoview",15,15
0,4779612,48420309,Windows: Disabling CPU idle C-states from kernel-mode driver,"c,windows,device-driver,cpu-speed",15,15
0,1332416,49162127,"How to include native assets in Nuget on multiple platforms, only 64-bit",".net,nuget,.net-standard",15,15
2,4883341,49815982,Issues in AR App built in Unity using Vuforia SDK,"ios,iphone,unity3d,vuforia",15,15
0,5696585,48476872,“malformed calls from JS field sizes are different” error on Android - react-native,"android,react-native,picker,native-base",15,15
2,9394476,49109252,Does Device admin deprecation means that we will no longer be able to disable camera?,"android,android-camera",15,15
1,3451639,48735268,Unable to run parameterized tests with Android Test Orchestrator,"android,junit,kotlin,android-espresso",15,15
0,1139856,36865610,How to preserve aspect ratio of VectorDrawable?,"android,android-vectordrawable",15,15
0,412352,49514163,Opening ICS file with multiple events creates new calendar in Outlook,"outlook,icalendar",15,15
0,4642530,37221419,In Safari's “Responsive Design Mode” can you hide all of the device options on top for more screen real estate?,"browser,responsive-design,safari",15,15
0,5434743,37097285,What causes Error -25204 getting snapshot for element during iOS app UI test,"ios,user-interface,testing,snapshot",15,15
1,2873262,37323806,Get Google Chrome version in ARC app,"android,google-chrome-arc",15,15
0,964823,36855336,alembic generation of materialized view,"flask,sqlalchemy,flask-sqlalchemy,alembic",15,15
1,1056563,37797465,Native library lz4 not available for Spark,"macos,apache-spark",15,15
1,2486846,37731031,New Firebase 9 Android sdk gives “Invalid Idp response” after some time,"android,sdk,firebase",15,15
1,1129332,37641013,Generating and installing SSL certificates,"android,ssl,https,android-emulator",15,15
0,1959596,37951665,Google Sign-In gives error when swiching to secondary Youtube accounts,"google-api,youtube-api,google-signin,google-oauth,google-api-js-client",15,15
0,2206688,37854169,Admob native ads: Invalid NativeAdManager type. Found: qa; Required: NativeAdManager,"android,admob",15,15
1,514156,38081708,Should I use add_subdirectory or find_package?,cmake,15,15
3,2968968,38773248,Secondary Sort in Hadoop,"java,hadoop,mapreduce,hadoop2,hadoop-partitioning",15,15
0,3767693,38123265,UWP authenticode signed appxbundle shows unknown publisher with smartscreen,"uwp,windows-10-universal,signing,appx",15,15
1,535871,38911683,Is there a way to fall back to Typeface.SERIF in a StaticLayout?,"android,android-typeface,android-paint",15,15
0,1845953,38224809,ffmpeg seeking in HLS m3u8 video,"video,ffmpeg",15,15
2,2225572,39038660,jboss-deployment-structure.xml add JAXP exclusion,"java,xml,spring,jboss,jaxp",15,15
0,6733717,39033334,How to resolve the Crosswalk SSL Certificate Error,"cordova,ssl,crosswalk",15,15
0,3860983,39211146,Android MIDI Threading InteruptedException - Aftertouch Messages,"java,android,multithreading,midi,interrupted-exception",15,15
2,6766254,39189159,RecyclerView Swipe with a view below not detecting click,"android,android-recyclerview",15,15
1,6159633,39594576,<FIRMessaging/WARNING> FIRMessaging registration is not ready with auth credentials,"ios,objective-c,firebase,firebase-authentication,firebase-cloud-messaging",15,15
0,4671149,39656941,How to disable the sheet asking “Do you want to move the installer to the Trash?” after installation is complete,"operating-system,installation,macos-sierra,pkgbuild,productbuild",15,15
1,6104460,39300607,Using VLC player activex within excel vba as a registration-free COM,"excel,vba,vlc",15,15
0,620053,39484116,How to map Frame coordinates to Overlay in vision,"android,camera,drawing,screen-rotation,android-vision",15,15
0,1318622,39247243,Yeoman - How to extract zipped files in generator?,"yeoman,yeoman-generator",15,15
0,4073953,26013444,SpeechRecognizer on Android Wear,"android,speech-recognition,speech-to-text,wear-os",15,15
1,1415913,26656192,TCP Retransmit and TCPCopy when using loopback device on Windows 7,"windows,sockets,tcp",15,15
0,128217,27133043,Accessing performance counters through a cluster,"performance,msmq,windows-clustering",15,15
2,1006572,27165549,intellij idea specify repository for downloading sources,"maven,intellij-idea",15,15
0,1649472,27447117,IndexOutOfBoundsException on Samsung devices,"android,indexoutofboundsexception,samsung-mobile",15,15
0,2037269,27605693,Android Studio 1.0 'runProguard' vs 'minifyEnabled',"android,android-studio,synchronization,proguard",15,15
1,1442620,27692868,Configuring @IBInspectable Attribute Inspector controls,"ios,xcode,macos,ibdesignable",15,15
2,4439747,28184956,FastCGI process has failed frequently recently - for WP on IIS 7.5,"php,wordpress,iis,fastcgi",15,15
1,237618,28589224,JavaScript redirect URL with Authorization header,"javascript,jquery,apache,basic-authentication",15,15
1,1465681,28800841,Ionic emulate ios: Session could not be started,"ios,xcode,cordova,ionic",15,15
0,2337310,28881539,"R, RStudio: Programmatically switch between 32-bit and 64-bit versions of R","r,rstudio",15,15
0,779076,29135477,URL scheme for opening native calendar with specific event id,"ios,ekcalendar",15,15
0,750914,29774948,Android: WebView stops loading after several pages,"android,android-webview,adview,android-4.1-jelly-bean",15,15
0,1685165,30375274,How to get programmatically list of supported languages in an Android project (NOT device),"android,localization,android-resources",15,15
0,3289792,30819918,Predefined type 'System.Object' is not defined or imported [dnxcore50],"asp.net,visual-studio-code",15,15
2,5040785,31007597,How to use spark Java API to read binary file stream from HDFS?,"java,hadoop,apache-spark,streaming",15,15
2,4545898,31425669,How to get RSS token for BitBucket by PHP CLI?,"php,rss,bitbucket",15,15
4,1534990,30349354,Angular new router - Nested components and routing,"angularjs,angular-routing,angular-new-router",15,15
0,4986873,30724491,Logback : using different patterns for different markers,"slf4j,logback,markers,mdc",15,15
1,126507,31077959,Enforce JDK8 Doclint in Eclipse,"eclipse,java-8,javadoc,eclipse-mars,linter",15,15
0,1718305,31571825,Rollback to old Nuget package manager in VS2015,"visual-studio,nuget-package",15,15
1,5053360,31616028,Spring Batch commit-interval configuration not working,"java,spring,csv",15,15
0,775221,31750894,"Internet Explorer/MS Edge set-cookie works for 127.0.0.1, but won't work for localhost","internet-explorer,session,cookies,session-cookies",15,15
1,928067,31495408,Symbolicating iOS crash log lines containing libswiftcore.dylib,"ios,swift,crash",15,15
2,305189,24865678,Xcode - Storyboard views size and position modified when opening,"objective-c,xcode,git,xcode-storyboard",15,15
1,511144,32847368,How to use UserManager synchronously?,"c#,entity-framework,asp.net-identity",15,15
3,1128289,37623354,Get build command or all compiler flags that will be used to build a target,cmake,15,15
2,3022390,28906865,setNeedsLayout or layoutIfNeeded necessary after changing constraint constant?,"ios,autolayout,constraints",15,15
1,2004530,39449629,How to set text of google api's dialog in application's default language,"android,google-api,locale,google-places-api,google-signin",15,15
1,1427212,45943972,How to handle caching of JavaScript files imported as ES6 module,"javascript,browser-cache,es6-modules",15,15
1,5863693,59007871,Do event listeners have to be removed manually when closing WebSocket connection in browser?,"javascript,websocket,event-handling",15,15
2,2137653,36958763,webpack try to require a module that might be missing,webpack,15,15
1,8412141,63338304,Firebase & iOS 14 > Will dynamic links tracking and campaigns continue to work?,"ios,firebase,react-native,react-native-firebase,firebase-dynamic-links",15,15
1,1997232,38303201,ScrollIntoView and ListView with virtualization,"c#,wpf,listview,mvvm,virtualization",15,15
5,769237,8519600,"MySQL DDL Trigger, Diff table schema for column rename","php,mysql,triggers,diff,alter-table",15,15
3,5892839,53038276,MongoDB Compass $match and $text results in “Expected ”[“ or AggregationStage but ”{“ found.”,"mongodb,mongodb-compass",15,15
2,923636,10387412,Nodejs Object Document Model for Redis,"node.js,redis,mongoose,odm,ohm",15,15
1,1532642,11930142,Apk Expansion Files - Application Licensing - Developer account - NOT_LICENSED response,"java,android",15,15
2,781588,12763746,LinearLayout minHeight not working with weigth=“1”,"java,android,xml,layout",15,15
1,543539,13067735,Testing DialogFragments with Robolectric,"android,unit-testing,robolectric,android-dialogfragment",15,15
1,1025539,10484856,"The parameter is incorrect. at MS.Internal.XcpImports.MethodEx(IntPtr ptr, String name, CValue[] cvData)","windows-phone-7,exception,back",15,15
1,619493,12371768,Changing Socket Options on WCF net.tcp binding,"wcf,sockets,.net-4.0,tcp",15,15
1,1942098,14355511,How can I change the background image of a field manager while focus change in BlackBerry Java,"blackberry,blackberry-jde",15,15
2,122607,12866455,Why might Eclipse fail to show “Ant Build” in the run options for an Ant build file?,"eclipse,ant",15,15
1,381849,14703533,Out-of-proc COM server stuck,"windows,com,marshalling,atl,active-script",15,15
1,1554234,14708496,WebView Google Maps panning/dragging in Qt5,"webview,qtwebkit,qt5",15,15
1,746347,22247054,Traffic data is displayed above drawn shapes (polylines) in Android Google Maps API v2,"android,google-maps,z-index,google-maps-android-api-2",15,15
2,3641187,58145570,Does attention make sense for Autoencoders?,"lstm,recurrent-neural-network,autoencoder,dimensionality-reduction,attention-model",14,14
0,9104763,59184963,Implementing Android Auto voice command support,"android,google-assistant-sdk,android-auto",14,14
1,2466431,59285956,Using std::type_info for casting in natvis,"c++,visual-studio,c++17,natvis",14,14
1,6882933,58062554,How to line break long large title in iOS 13?,"uinavigationbar,uinavigationitem,ios13",14,14
0,4130619,59287737,"“Variables are not available” appearing sometimes during debugging, on stepping through program (Android Studio 3.5+)","android,android-studio,android-studio-3.0",14,14
0,2071807,58876226,How to await a coroutine in pdb,"python,python-asyncio,python-3.7,pdb",14,14
1,10234220,59056499,How can I run Jupyter Notebooks in VS Code with Julia as Interpreter? Within Added Variable Explorer/ Inspector?,"visual-studio-code,jupyter-notebook,julia",14,14
1,174955,58893862,SwiftUI and Unity,"unity3d,swiftui",14,14
1,11896374,59305451,Preventing java agents from attaching at runtime,"java,security,reverse-engineering",14,14
0,3929957,59404282,Android 10 android.security.keymaster.ExportResult.resultCode NullPointerException crash,"java,android,keystore,android-keystore,android-security",14,14
0,3563292,60110919,bundler: failed to load command: fastlane,"ruby,jenkins,rubygems,bundler,fastlane",14,14
0,8400969,60536206,Speed up odbc::dbFetch,"r,sql-server,dataframe,odbc,fread",14,14
0,1031013,61152718,Send Meeting URL using Google Meet API,"java,spring,google-calendar-api,hangout",14,14
2,11895752,59390536,Flutter Camera Plugin taking dark image bug,"flutter,dart,camera,flutter-dependencies",14,14
0,807452,62082042,How to get rid of Google's dynamite measurement in APK?,"android,service,analytics,playback",14,14
1,1854555,62270828,How to get a working QR code scanner for Flutter web?,"flutter,flutter-web",14,14
0,8564751,60743764,Creating Spark Objects from JPEG and using spark_apply() on a non-translated function,"r,binary,jpeg,sparklyr",14,14
0,9784373,62777997,Non const When Capture Reference by Value?,"c++,g++,c++17",14,14
1,1338478,62504081,"How do I fix EACCES: permission denied, open","amazon-web-services,aws-codebuild",14,14
0,40916,57598262,How to emit rewrite rules from Template Haskell,"haskell,template-haskell",14,14
1,1393200,48659082,Identifying culprits for numerous XA0106 warnings when building Xamarin.Forms app on Android,"android,xamarin,build,warnings",14,14
1,242070,48131068,Warning “Must be one of” - NotificationManager.IMPORTANCE,"android,android-studio,android-studio-3.0,android-lint",14,14
1,297868,48717723,Why is the Vision framework unable to align two images?,"ios,image-processing,computer-vision,cgaffinetransform,sequence-alignment",14,14
0,6655004,63104426,"Creating an array of size 0 consumes value, forgetting it",rust,14,14
1,1056563,49482682,Adjust the height of individual jupyter notebook cells,jupyter-notebook,14,14
1,1194768,49365011,Angular 2: Add directive to dynamically created component(s),"angular,angular-directive,angular-components",14,14
1,5128728,48855993,Defining custom print methods for arrays and atomic vectors,"r,r-s3",14,14
0,9523557,49387875,LinearLayout: showDividers=“middle” not working on RTL layout direction,"android,android-layout,android-linearlayout,divider",14,14
0,779449,49586166,Layers disappear when panning in DukeScript Leaflet4j,"javafx,leaflet",14,14
2,1717213,49486472,"In Firebase Crashlytics, Where can I see user ID in the Reported Crashes?","firebase,crashlytics,firebase-crash-reporting",14,14
0,5811576,50028659,"Django, ReactJS, Webpack hot reload","django,reactjs,webpack-dev-server",14,14
1,3427013,49511005,Can't attach debugger to UNNotificationServiceExtension,"ios,swift,xcode,unnotificationserviceextension",14,14
0,1124692,50433409,Stuck in redirect loop for google oauth 2 using application owner account,"ruby-on-rails-4,gmail,omniauth,google-oauth",14,14
0,8960783,50438470,Is there anyway to do “strikethrough” on a text file in Sublime?,"text,sublimetext3,strikethrough",14,14
1,4381665,50633704,How to integrate react DnD with react fullcalendar?,"reactjs,react-dnd",14,14
